show_id,title,cast,country,date_added,release_year,rating,duration,listed_in,primary_genre
s3299,Wild District,"Juan Pablo Raba, Cristina Umaña, Camila Sodi, Christian Tappán, Juan Fernando Sánchez, Juan Sebastián Calero, Paula Castaño, Nicolás Quiroga, Alina Lozano, Carolina Acevedo, Julio César Pachón, Roberto Cano",Colombia,2019-11-08 00:00:00,2019,TV-MA,2 Seasons,"Crime TV Shows, Spanish-Language TV Shows",Crime TV Shows
s3302,SCAMS,"Yosuke Sugino, Tomoya Maeno, Maika Yamamoto, Junki Tozuka, Shodai Fukuyama, Ron Mizuma, Takuya Wakabayashi, Asuka Hanamura, Shuntaro Yanagi, Takashi Yamanaka, Masato Wada, Naomi Nishida, Tetta Sugimoto, Ryohei Otani",Japan,2019-11-06 00:00:00,2019,TV-14,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s3305,Sam & Cat,"Jennette McCurdy, Ariana Grande, Cameron Ocasio, Brandon Weaver, Zoran Korach, Dre Swain, Maree Cheatham, Eduardo Drummond, Alondra Hidalgo",United States,2019-11-05 00:00:00,2014,TV-PG,2 Seasons,"Kids' TV, TV Comedies",Kids' TV
s3307,The End of the F***ing World,"Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley, Navin Chowdhry, Wunmi Mosaku, Gemma Whelan, Jonathan Aris, Eileen Davies",United Kingdom,2019-11-05 00:00:00,2019,TV-MA,2 Seasons,"British TV Shows, TV Comedies",British TV Shows
s3311,Meet the Adebanjos,"Wale Ojo, Yetunde Oduwole, Andrea Aboagye, Daniel Davids, Moji Bamtefa, Jordan Coulson",United Kingdom,2019-11-04 00:00:00,2016,TV-PG,3 Seasons,"British TV Shows, TV Comedies",British TV Shows
s3314,The Devil Next Door,Unknown,United States,2019-11-04 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows
s3317,Bella and the Bulldogs,"Brec Bassinger, Coy Stewart, Jackie Radinsky, Buddy Handleson, Lilimar, Haley Tju, Dorien Wilson, Rio Mangini, Annie Tedesco",United States,2019-11-02 00:00:00,2015,TV-G,1 Season,"Kids' TV, TV Comedies",Kids' TV
s3326,Victorious,"Victoria Justice, Leon Thomas III, Matt Bennett, Elizabeth Gillies, Ariana Grande, Avan Jogia, Daniella Monet, Michael Eric Reid, Jake Farrow, Eric Lange",United States,2019-11-02 00:00:00,2013,TV-G,3 Seasons,"Kids' TV, TV Comedies",Kids' TV
s3328,A Year In Space,Scott Kelly,United States,2019-11-01 00:00:00,2015,TV-PG,1 Season,"Docuseries, Science & Nature TV",Docuseries
s3329,Ad Vitam,"Yvan Attal, Garance Marillier, Niels Schneider, Victor Assié, Rod Paradot, Anne Azoulay, Adel Bencherif",France,2019-11-01 00:00:00,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s3331,Billy on the Street,Billy Eichner,United States,2019-11-01 00:00:00,2016,TV-14,4 Seasons,"Reality TV, TV Comedies",Reality TV
s3334,CLANNAD,"Yuichi Nakamura, David Matranga, Mai Nakahara, Luci Christian, Ryo Hirohashi, Shelley Calene-Black, Ai Nonaka, Hilary Haag, Akemi Kanda, Brittney Karbowski, Houko Kuwashima, Kaytha Coker, Mamiko Noto, Emily Neves, Daisuke Sakaguchi, Greg Ayres",Japan,2019-11-01 00:00:00,2008,TV-PG,2 Seasons,"Anime Series, Teen TV Shows",Anime Series
s3337,Haikyu!!,"Ayumu Murase, Kaito Ishikawa, Satoshi Hino, Miyu Irino, Yu Hayashi, Koki Uchiyama, Soma Saito, Nobuhiko Okamoto, Yoshimasa Hosoya, Toshiki Masuda, Kaori Nazuka, Hiroshi Kamiya, Kazunari Tanaka, Daisuke Namikawa, Hiroyuki Yoshino, Sumire Morohoshi, Yuichi Nakamura, Yuki Kaji, Shinnosuke Tachibana, Mark Ishii, Ryohei Kimura, Ryota Takeuchi, Hisao Egawa, Subaru Kimura",Japan,2019-11-01 00:00:00,2015,TV-14,2 Seasons,"Anime Series, Teen TV Shows",Anime Series
s3340,"Love, Chunibyo & Other Delusions!","Jun Fukuyama, Maaya Uchida, Chinatsu Akasaki, Azumi Asakura, Sumire Uesaka, Yuri Amano, Kaori Fukuhara, Mami Shitara, Soichiro Hoshi, Kikuko Inoue, Eri Sendai, Juri Nagatsuma",Japan,2019-11-01 00:00:00,2014,TV-PG,2 Seasons,"Anime Series, Romantic TV Shows, Teen TV Shows",Anime Series
s3341,Maid-Sama!,"Ayumi Fujimura, Nobuhiko Okamoto, Kazuyoshi Shiibashi, Kana Hanazawa, Yu Kobayashi, Mitsuhiro Ichiki, Takuma Terashima, Yoshimasa Hosoya",Japan,2019-11-01 00:00:00,2010,TV-14,1 Season,"Anime Series, Romantic TV Shows",Anime Series
s3342,Mobile Suit Gundam: Iron-Blooded Orphans,"Kengo Kawanishi, Yoshimasa Hosoya, Natsuki Hanae, Yuuichirou Umehara, Yasuaki Takumi, Taishi Murata, Kouhei Amasaki, Mutsumi Tamura, Soma Saito, Yuka Terasaki, Hisako Kanemoto, Takahiro Sakurai, Masaya Matsukaze, Toru Okawa",Japan,2019-11-01 00:00:00,2016,TV-14,2 Seasons,Anime Series,Anime Series
s3343,Queer Eye: We're in Japan!,"Bobby Berk, Karamo Brown, Tan France, Antoni Porowski, Jonathan Van Ness, Kiko Mizuhara",United States,2019-11-01 00:00:00,2019,TV-14,1 Season,Reality TV,Reality TV
s3345,The Boulet Brothers Dragula,Boulet Brothers,United States,2019-11-01 00:00:00,2019,TV-MA,2 Seasons,Reality TV,Reality TV
s3346,The Deep,"Vincent Tong, Ashleigh Ball, Kathleen Barr, Michael Dobson, Brian Drummond",Canada,2019-11-01 00:00:00,2019,TV-Y7,3 Seasons,Kids' TV,Kids' TV
s3352,Vientos de agua,"Ernesto Alterio, Eduardo Blanco, Héctor Alterio, Darío Valenzuela, Pablo Rago, Angie Cepeda, Marta Etura, Giulia Michelini, Carlos Kaspar",Argentina,2019-11-01 00:00:00,2006,TV-MA,1 Season,"Spanish-Language TV Shows, TV Dramas",Spanish-Language TV Shows
s3353,We Are the Wave,"Ludwig Simon, Luise Befort, Michelle Barthel, Mohamed Issa, Daniel Friedl, Robert Schupp",Germany,2019-11-01 00:00:00,2019,TV-MA,1 Season,"TV Dramas, TV Mysteries",TV Dramas
s3356,KENGAN ASHURA,"Tatsuhisa Suzuki, Cho, Jouji Nakata, Yumi Uchiyama, Hayato Kaneko, Tetsu Inada, Yasuyuki Kase, Junya Enoki, Daisuke Namikawa, Ryuzo Hasuike",United States,2019-10-31 00:00:00,2019,TV-MA,2 Seasons,Anime Series,Anime Series
s3357,Nowhere Man,"Alyssa Chia, Mavis Fan, Joseph Chang, Wang Po-chieh, Jeremiah Zhang, Chou Min-fu, Greg Hsu, Kuo Tze-cheng, Shen Hai-jung, Lu Yi-long",Taiwan,2019-10-31 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure",Crime TV Shows
s3358,Sleepless Society: Bedtime Wishes,"Shahkrit Yamnarm, Savika Chaiyadej, Supoj Chancharoen, Pairoj Sangwariboot, Suchao Pongwilai, Nataya Chanrung, Papangkorn Lerkchaleampote, Suchada Tongam, Sasin Chow",Unknown,2019-10-31 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s3359,"Bring It On, Ghost","Taecyeon, Kim So-hyun, Kwon Yul, Kim Sang-ho, Kang Ki-young, Lee Da-wit, Kim Min-sang, Yun Seo-hyun",South Korea,2019-10-30 00:00:00,2016,TV-14,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3361,Tomorrow with You,"Shin Mina, Lee Je-hoon, Kim Ye-won, Cho Han-cheul, Baek Hyeon-jin, Kang Ki-doong, Park Joo-hee, Oh Gwang-rok",South Korea,2019-10-30 00:00:00,2017,TV-14,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3362,Tunnel,"Todsapol Maisuk, Johnny Hao, Morakot Liu, Pemy Peramin Thabkaew, Phenphet Phenkul, Sumet Ong-Art, Amarin Nitipon, Tor Techathuwanan, Komsan Kajonpaisansuk",Unknown,2019-10-30 00:00:00,2019,TV-14,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s3364,Shine On with Reese,Reese Witherspoon,United States,2019-10-29 00:00:00,2018,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",Docuseries
s3368,"Wait, My Youth","Zhao Yiqin, Li Jiaqi, Li Geyang, Xu Mengyuan, Wu Shuangyi, Dong Yanlei, Vincent Wei",China,2019-10-27 00:00:00,2019,TV-PG,1 Season,"Romantic TV Shows, Teen TV Shows",Romantic TV Shows
s3369,A Little Thing Called First Love,"Lai Kuan-lin, Zhao Jinmai, Wang Runze, Chai Wei, Wang Bowen",China,2019-10-26 00:00:00,2019,TV-G,1 Season,"Romantic TV Shows, Teen TV Shows",Romantic TV Shows
s3370,BoJack Horseman,"Will Arnett, Aaron Paul, Amy Sedaris, Alison Brie, Paul F. Tompkins",United States,2019-10-25 00:00:00,2020,TV-MA,6 Seasons,TV Comedies,TV Comedies
s3371,Brotherhood,"Naruna Costa, Seu Jorge, Hermila Guedes, Lee Taylor, Danilo Grangheia, Wesley Guimarães, Pedro Wagner",Brazil,2019-10-25 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s3374,Drug Squad: Costa del Sol,"Hugo Silva, Álvaro Cervantes, Miki Esparbé, Jesús Castro, Sara Sálamo, Jorge Usón, Cayetana Cabezas, Pablo Béjar, Marco Cáceres, Olivia Delcán, Jorge Suquet, Daniel Holguín, Joaquín Galletero, Carolina Yuste, Ana Fernández",Spain,2019-10-25 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows",Crime TV Shows
s3376,Monzón: A Knockout Blow,"Jorge Román, Mauricio Paniagua, Carla Quevedo, Paloma Ker, Soledad Silveyra, Diego Cremonesi, Florencia Raggi, Gustavo Garzón, Yayo Guridi, Fabián Arenillas, Nacho Gadano, Belén Chavanne",Argentina,2019-10-25 00:00:00,2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows",Crime TV Shows
s3378,Nailed It! France,"Artus, Noémie Honiat",France,2019-10-25 00:00:00,2019,TV-14,1 Season,Reality TV,Reality TV
s3379,Nailed It! Spain,"La Terremoto de Alcorcón, Christian Escribà",Spain,2019-10-25 00:00:00,2019,TV-PG,1 Season,"Reality TV, Spanish-Language TV Shows",Reality TV
s3382,The Untamed,"Sean Xiao, Wang Yibo, Zoey Meng, Xuan Lu, Yu Bin, Wang Zhuocheng, Liu Haikuan, Zhu Zanjin, Wang Haoxuan, Ji Li",China,2019-10-25 00:00:00,2019,TV-14,1 Season,"TV Action & Adventure, TV Mysteries",TV Action & Adventure
s3383,Daybreak,"Colin Ford, Alyvia Alyn Lind, Sophie Simnett, Austin Crute, Cody Kearsley, Jeanté Godlock, Gregory Kasyan, Krysta Rodriguez, Matthew Broderick",United States,2019-10-24 00:00:00,2019,TV-MA,1 Season,"TV Action & Adventure, TV Comedies, TV Horror",TV Action & Adventure
s3386,"Breakfast, Lunch & Dinner","David Chang, Seth Rogen, Chrissy Teigen, Lena Waithe, Kate McKinnon",United States,2019-10-23 00:00:00,2019,TV-MA,1 Season,Docuseries,Docuseries
s3394,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",Unknown,Unknown,2019-10-18 00:00:00,2019,TV-Y,1 Season,Kids' TV,Kids' TV
s3401,Interior Design Masters,Unknown,United Kingdom,2019-10-18 00:00:00,2019,TV-PG,1 Season,"British TV Shows, Reality TV",British TV Shows
s3402,Little Baby Bum: Nursery Rhyme Friends,"Chloe Marsden, Aaron Marsden, María Esnoz",United Kingdom,2019-10-18 00:00:00,2019,TV-Y,2 Seasons,"British TV Shows, Kids' TV",British TV Shows
s3404,Mighty Little Bheem: Diwali,"Samriddhi Shukla, Nishka Raheja, Arannya Kaur, Shanoor Mirza, Rajesh Kava",India,2019-10-18 00:00:00,2019,TV-Y,1 Season,"Kids' TV, TV Comedies",Kids' TV
s3405,MONKART,"Kim Jae-ha, Kwon Ji-hye, Lee Bo-hee, Um Sang-hyun, Jung Yoon-jung, Kim Bo-min, Hong So-young, Hong Bum-ki, Ahn Jang-hyuk",Unknown,2019-10-18 00:00:00,2017,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",Kids' TV
s3407,Spirit Riding Free: Pony Tales,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Gabriella Graves, Duncan Joiner, Nolan North",United States,2019-10-18 00:00:00,2019,TV-Y7,2 Seasons,Kids' TV,Kids' TV
s3411,Toon,"Joep Vermolen, Amy van der Weerden, Loulou Hameleers, Robbert Bleij",Netherlands,2019-10-18 00:00:00,2017,TV-MA,2 Seasons,TV Comedies,TV Comedies
s3415,Chosen,"Lan Cheng-Lung, Deng JiaJia, Han Pengyi, Sam Hayden-Smith, Jenny Zhou, Paul He, Nathaniel Kelly",China,2019-10-17 00:00:00,2019,TV-14,2 Seasons,"Crime TV Shows, TV Action & Adventure",Crime TV Shows
s3416,THE UNLISTED,"Vrund Rao, Ved Rao, Abigail Adriano, Miah Madden, Jean Hinchliffe, Nya Cofie, Saba Zaidi Abdi, Nicholas Brown, Virginie Laverdure, Avishma Lohith, Zenia Starr, Suzi Dougherty, Aria Ferris, Danny Kim, Annabel Wolfe",Australia,2019-10-17 00:00:00,2019,TV-PG,1 Season,"Kids' TV, TV Thrillers",Kids' TV
s3417,Another Miss Oh,"Seo Hyun-jin, Eric Moon, Jeon Hye-bin, Ye Ji-won, Kim Ji-seok, Lee Jae-yoon, Lee Han-wi, Kim Mee-kyeong, Oh Man-seok, Lee Pil-mo",South Korea,2019-10-16 00:00:00,2016,TV-MA,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3421,Second 20s,"Choi Ji-woo, Lee Sang-yun, Choi Won-young, Kim Min-jae, Son Na-eun, Jung Soo-young, Choi Yoon-so, Park Hyo-ju",South Korea,2019-10-16 00:00:00,2015,TV-14,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3424,Black Money Love,"Güler Ökten, Hazal Türesan, İlkin Tüfekçi, Bedia Ener, Erkan Can, Öykü Karayel, Emre Kızılırmak, Bestemsu Özdemir, Engin Akyürek, Burak Tamdoğan, Saygın Soysal, Tuba Büyüküstün, Ali Yörenç, Ahmet Tansu Taşanlar, Elif İnci",Turkey,2019-10-15 00:00:00,2014,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s3427,The Lies Within,"Lee Min-ki, Lee Yoo-young, On Ju-wan, Lee Jun-hyeok, Yun Jong-seok, Kim Jong-soo, Seo Hyun-woo, Song Young-chang, Lee Jun-hyuk",South Korea,2019-10-13 00:00:00,2019,TV-14,1 Season,"Crime TV Shows, Korean TV Shows",Crime TV Shows
s3431,Insatiable,"Dallas Roberts, Debby Ryan, Alyssa Milano, Christopher Gorham, Kimmy Shields, Michael Provost, Erinn Westbrook, Daniel Kang, Arden Myrin",United States,2019-10-11 00:00:00,2019,TV-MA,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",TV Comedies
s3434,The Hook Up Plan,"Marc Ruchmann, Zita Hanrot, Sabrina Ouazani, Joséphine Drai, Syrus Shahidi, Yvan Naubron, Guillaume Labbé, Tom Dingler",France,2019-10-11 00:00:00,2020,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies",Romantic TV Shows
s3436,Beyblade Burst Turbo,"Laura Stahl, Billy Kametz, Derek Stephen Prince, Kyle McCarley, Brandon Winckler, Kimlinh Tran",Unknown,2019-10-10 00:00:00,2018,TV-Y7,1 Season,"Anime Series, Kids' TV",Anime Series
s3438,Ultramarine Magmell,"Kengo Kawanishi, M・A・O, Toshiyuki Morikawa, Hibiku Yamamura, Satoshi Mikami, Koji Yusa, Hiroshi Yanaka, Shiro Saito, Keiichi Sonobe",Japan,2019-10-10 00:00:00,2019,TV-14,1 Season,Anime Series,Anime Series
s3441,Rhythm + Flow,"Cardi B, Chance The Rapper, T.I.",United States,2019-10-09 00:00:00,2019,TV-MA,1 Season,Reality TV,Reality TV
s3445,Legend Quest: Masters of Myth,"Johnny Rose, Annemarie Blanco, Paul Tei, Oscar Cheda, Chuck Morgan, Jenna Lamia, James Carrey",Mexico,2019-10-05 00:00:00,2019,TV-Y7,1 Season,"Kids' TV, Spanish-Language TV Shows",Kids' TV
s3446,My Country: The New Age,"Yang Se-Jong, Woo Do‑hwan, Seolhyun, Jang Hyuk, Kim Young-chul, In Gyo-jin, Yu Oh-seong, Ahn Nae-sang",South Korea,2019-10-05 00:00:00,2019,TV-14,1 Season,"Korean TV Shows, TV Action & Adventure",Korean TV Shows
s3450,Creeped Out,"Victoria Diamond, William Romain, Sydney Wade, Jennifer James, Daniel Ryan, Robert Styles, Rhys Gannon, Maeve Larkin, Margaret Jackman, Katie Proctor, Jonathan Blake, Maximus Evans, Anya Lawrence, Tiffany Elefano, Diya Kittur, Berkley Silverman, Malen Clarkson, Jason Done, Rosina Carbone, Boris Burnell Anderson, Macey Howarth, Rebecca Hanssen, William Haresceugh, Chris Jack, Zita Sattar, Acushla-Tara Kupe, Tillie Amartey, Isabella Pinto, Bella Band, Lola Ogunyemi, Elizabeth Bower, Gianluca Gallucci, Jacob Henshaw, Amelia Curtis, Romy Weltman, Justin Paul Kelly, Jordan Poole, Thamela Mpumlwana, Jake Sim, Leah Choudhry, Daniel Ogbeide-John, Emma Gregory, Rachel Leskovac, Andonis Anthony, Kyle Breitkopf, Julian Richings, Kathryn Emily Douglas",United Kingdom,2019-10-04 00:00:00,2019,TV-PG,2 Seasons,"British TV Shows, Kids' TV, TV Thrillers",British TV Shows
s3453,Peaky Blinders,"Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Iddo Goldberg, Annabelle Wallis, Sophie Rundle, Tom Hardy, Joe Cole, Ned Dennehy, Andy Nyman, Charlie Creed-Miles, Charlotte Riley, David Dawson, Jeffrey Postlethwaite, Matthew Postlethwaite, Ian Peck, Tony Pitts, Aidan Gillen, Adrien Brody, Charlie Murphy, Aimee-Ffion Edwards",United Kingdom,2019-10-04 00:00:00,2019,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows",British TV Shows
s3454,Raising Dion,"Alisha Wainwright, Ja'Siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney",United States,2019-10-04 00:00:00,2019,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Dramas",Kids' TV
s3455,Rotten,Unknown,United States,2019-10-04 00:00:00,2019,TV-MA,2 Seasons,"Docuseries, Science & Nature TV",Docuseries
s3456,Super Monsters,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",Unknown,2019-10-04 00:00:00,2019,TV-Y,3 Seasons,Kids' TV,Kids' TV
s3458,Seis Manos,"Aislinn Derbez, Mike Colter, Jonny Cruz, Angélica Vale, Vic Chao, Danny Trejo",United States,2019-10-03 00:00:00,2019,TV-MA,1 Season,"Anime Series, Crime TV Shows",Anime Series
s3459,Living Undocumented,Unknown,United States,2019-10-02 00:00:00,2019,TV-MA,1 Season,Docuseries,Docuseries
s3462,Cheese in the Trap,"Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang",South Korea,2019-10-01 00:00:00,2016,TV-14,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3463,Chicago Typewriter,"Yoo Ah-in, Im Soo-jung, Ko Kyoung-pyo, Kwak Si-yang, Jo Woo-jin, Yang Jin-sung, Jeon Soo-kyeong, Ji Dae-han, Chun Ho-jin",South Korea,2019-10-01 00:00:00,2017,TV-14,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3464,College Romance,"Manjot Singh, Apoorva Arora, Keshav Sadhna, Shreya Mehta, Hira Ashar, Gagan Arora",India,2019-10-01 00:00:00,2018,TV-MA,1 Season,"Romantic TV Shows, TV Comedies",Romantic TV Shows
s3465,Engineering Girls,"Barkha Singh, Kritika Avasthi, Sejal Kumar",India,2019-10-01 00:00:00,2018,TV-MA,1 Season,TV Comedies,TV Comedies
s3467,Girls Hostel,"Srishti Shrivastava, Parul Gulati, Simran Natekar, Ahsaas Channa, Shreya Mehta, Gagan Arora, Trupti Khamkar, Khushbu Baid",India,2019-10-01 00:00:00,2018,TV-MA,1 Season,"TV Comedies, TV Dramas",TV Comedies
s3468,Inmates,"Kashyap Kapoor, Ashish Verma, Raghav Raj Kakker, Mukti Mohan, Akanksha Thakur",India,2019-10-01 00:00:00,2017,TV-MA,1 Season,TV Comedies,TV Comedies
s3471,Miniforce X,Unknown,South Korea,2019-10-01 00:00:00,2018,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",Kids' TV
s3474,The K2,"Ji Chang-wook, Song Yoon-a, Lim Yoona, Cho Seong-ha, Kim Kap-soo, Lee Jung-jin, Son Tae-young, Shin Dong-mi",South Korea,2019-10-01 00:00:00,2016,TV-14,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3475,The Liar and His Lover,"Lee Hyun-woo, Joy, Lee Jung-jin, Lee Seo-won, Hong Seo-young, Choi Min-soo, Lim Ye-jin, Jang Ki-yong, Song Kang, Park Ji-young",South Korea,2019-10-01 00:00:00,2017,TV-PG,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3478,Gotham,"Ben McKenzie, Donal Logue, Jada Pinkett Smith, David Mazouz, Sean Pertwee, Camren Bicondova, Robin Lord Taylor, Cory Michael Smith, Erin Richards, John Doman, Victoria Cartagena, Andrew Stewart-Jones, Larry Pine, Jessica Lucas, Maggie Geha, Charlie Tahan, Drew Powell, Morena Baccarin, Anthony Carrigan, Crystal Reed, Chris Chalk, Damian Young, Michael Buscemi, Alexander Siddig, Michael Maize",United States,2019-09-30 00:00:00,2019,TV-MA,5 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",Crime TV Shows
s3482,Bard of Blood,"Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain",India,2019-09-27 00:00:00,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas",TV Action & Adventure
s3484,El Marginal,"Juan Minujín, Martina Gusman, Gerardo Romano, Claudio Rissi, Carlos Portaluppi, Nicolás Furtado, Cristina Banegas, Abel Ayala",Argentina,2019-09-27 00:00:00,2019,TV-MA,3 Seasons,"Crime TV Shows, Spanish-Language TV Shows",Crime TV Shows
s3489,The Inmate,"Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda",Mexico,2019-09-26 00:00:00,2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows",Crime TV Shows
s3490,Abstract: The Art of Design,"Christoph Niemann, Tinker Hatfield, Es Devlin, Bjarke Ingels, Paula Scher, Platon, Ilse Crawford, Ralph Gilles",United States,2019-09-25 00:00:00,2019,TV-14,2 Seasons,Docuseries,Docuseries
s3492,Glitch,"Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay, Ned Dennehy, Sean Keenan, Hannah Monson, Aaron L. McGrath, John Leary, Rodger Corser, Andrew McFarlane, Luke Arnold, Rob Collins, Pernilla August",Australia,2019-09-25 00:00:00,2019,TV-MA,3 Seasons,"TV Dramas, TV Horror",TV Dramas
s3500,Vagabond,"Lee Seung-gi, Bae Suzy, Shin Sung-rok, Moon Jung-hee, Baek Yoon-sik, Moon Sung-keun, Lee Gyoung-young, Lee Ki-young, Kim Min-jong, Jung Man-sik, Hwang Bo-ra",South Korea,2019-09-21 00:00:00,2019,TV-MA,1 Season,"Korean TV Shows, TV Action & Adventure",Korean TV Shows
s3502,Criminal: France,"Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay, Mhamed Arezki, Sara Giraudeau, Nathalie Baye, Jérémie Renier",Unknown,2019-09-20 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s3503,Criminal: Germany,"Eva Meckbach, Sylvester Groth, Florence Kasumba, Peter Kurth, Christian Berkel, Nina Hoss, Christian Kuchenbuch, Jonathan Berlin, Deniz Arora",Germany,2019-09-20 00:00:00,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows",British TV Shows
s3504,Criminal: Spain,"Emma Suárez, Jorge Bosch, Álvaro Cervantes, Carmen Machi, Inma Cuesta, Eduard Fernández, María Morales, José Ángel Egido, Daniel Chamorro, Javi Coll, Carlos Manuel Díaz, Nuria Mencía, Milo Taboada",Spain,2019-09-20 00:00:00,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows",British TV Shows
s3505,Fastest Car,Unknown,United States,2019-09-20 00:00:00,2019,TV-MA,2 Seasons,Reality TV,Reality TV
s3506,Inside Bill's Brain: Decoding Bill Gates,Bill Gates,United States,2019-09-20 00:00:00,2019,TV-14,1 Season,"Docuseries, Science & Nature TV",Docuseries
s3507,The Hockey Girls,"Iria del Río, Nora Navas, Josep Linuesa, Natàlia Barrientos, Dèlia Brufau, Yasmina Drissi Sales, Júlia Gibert, Mireia Oriol, Asia Ortega Leiva, Claudia Riera, Mireia Aixalà, Juli Fàbregas, Àgata Roca, Marc Clotet",Spain,2019-09-20 00:00:00,2019,TV-MA,1 Season,"TV Comedies, TV Dramas",TV Comedies
s3511,When the Camellia Blooms,"Kong Hyo-jin, Kang Ha-neul, Kim Ji-seok, Oh Jung-se, Yeom Hye-ran, Son Dam-bi, Ji E-su, Go Du-sim",South Korea,2019-09-18 00:00:00,2019,TV-14,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s3516,Surviving R. Kelly,R. Kelly,United States,2019-09-15 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows
s3520,Kabaneri of the Iron Fortress: The Battle of Unato,"Tasuku Hatanaka, Sayaka Senbongi, Maaya Uchida, Toshiki Masuda, Kanae Oki, Mariya Ise, Ryota Osaka, Kensuke Sato, Maxwell Powers, Shinichiro Miki",Japan,2019-09-13 00:00:00,2019,TV-MA,1 Season,"Anime Series, TV Horror",Anime Series
s3522,Marianne,"Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek, Mehdi Meskar, Alban Lenoir, Mireille Herbstmeyer, Corinne Valancogne, Patrick d'Assumçao, Pierre Aussedat",France,2019-09-13 00:00:00,2019,TV-MA,1 Season,"TV Dramas, TV Horror",TV Dramas
s3525,Top Boy,"Ashley Walters, Kane Robinson, Micheal Ward, Shone Romulus, Simbiatu Ajikawo, Lisa Dwan, David Omoregie, Jasmine Jobson, Hope Ikpoku Jr., Araloyin Oshunremi, Keiyon Cook",Unknown,2019-09-13 00:00:00,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows",British TV Shows
s3526,Unbelievable,"Toni Collette, Merritt Wever, Kaitlyn Dever, Dale Dickey, Scott Lawrence, Danielle Macdonald, Austin Hébert, Eric Lange, Elizabeth Marvel",United States,2019-09-13 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
