show_id,title,cast,country,date_added,release_year,rating,duration,listed_in,primary_genre
s2014,The Duchess,"Katherine Ryan, Rory Keenan, Katy Byrne, Doon Mackichan, Steen Raskopoulos, Michelle de Swarte, Sophie Fletcher",United Kingdom,2020-09-11 00:00:00,2020,TV-MA,1 Season,"British TV Shows, TV Comedies",British TV Shows
s2022,Greenleaf,"Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker, Tye White, Lynn Whitfield, Deborah Joy Winans, Keith David, Lovie Simone, Gregory Alan Williams, Oprah Winfrey",United States,2020-09-10 00:00:00,2020,TV-14,5 Seasons,TV Dramas,TV Dramas
s2023,Julie and the Phantoms,"Madison Reyes, Charlie Gillespie, Owen Patrick Joyner, Jeremy Shada, Jadah Marie, Sacha Carlson, Savannah Lee May, Cheyenne Jackson, Carlos Ponce, Booboo Stewart, Sonny Bustamante",United States,2020-09-10 00:00:00,2020,TV-G,1 Season,"Kids' TV, TV Comedies",Kids' TV
s2033,Get Organized with The Home Edit,Unknown,United States,2020-09-09 00:00:00,2020,TV-PG,1 Season,Reality TV,Reality TV
s2034,La Línea: Shadow of Narco,Unknown,Spain,2020-09-09 00:00:00,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows
s2038,Record of Youth,"Park Bo-gum, Park So-dam, Byeon Woo-seok, Ha Hee-ra, Shin Ae-ra, Han Jin-hee, Shin Dong-mi, Lee Chang-hoon, Kwon Soo-hyun, Cho Yu-jung, Park Su-young, Seo Sang-won, Lee Jae-won",South Korea,2020-09-08 00:00:00,2020,TV-14,1 Season,"Romantic TV Shows, TV Dramas",Romantic TV Shows
s2041,Transformers: Cyberverse,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune",Unknown,2020-09-07 00:00:00,2020,TV-Y7,2 Seasons,Kids' TV,Kids' TV
s2043,Cleverman,"Hunter Page-Lochard, Rob Collins, Deborah Mailman, Ryan Corr, Stef Dawson, Iain Glen, Frances O'Connor, Tasma Walton, Tony Briggs",Australia,2020-09-05 00:00:00,2017,TV-MA,1 Season,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers",TV Dramas
s2045,Away,"Hilary Swank, Josh Charles, Vivian Wu, Mark Ivanir, Ato Essandoh, Ray Panthaki, Talitha Eliana Bateman",United States,2020-09-04 00:00:00,2020,TV-14,1 Season,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Romantic TV Shows
s2048,Spirit Riding Free: Riding Academy,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Rhys Darby",United States,2020-09-04 00:00:00,2020,TV-Y7,2 Seasons,Kids' TV,Kids' TV
s2054,Young Wallander,"Adam Pålsson, Richard Dillane, Leanne Best, Ellise Chappell",United Kingdom,2020-09-03 00:00:00,2020,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s2055,Chef's Table: BBQ,Unknown,United States,2020-09-02 00:00:00,2020,TV-14,1 Season,"Docuseries, Reality TV",Docuseries
s2059,The Witcher: A Look Inside the Episodes,"Henry Cavill, Anya Chalotra, Freya Allan, Lauren Schmidt Hissrich, Eamon Farren, Mimi Ndiweni, MyAnna Buring, Joey Batey, Adam Levy, Jodhi May",Unknown,2020-09-02 00:00:00,2020,TV-MA,1 Season,"Docuseries, TV Sci-Fi & Fantasy",Docuseries
s2063,Blue Exorcist,"Nobuhiko Okamoto, Jun Fukuyama, Kana Hanazawa, Kazuya Nakai, Koji Yusa, Yuki Kaji, Eri Kitamura, Ayahi Takagaki, Rina Satou, Daisuke Ono, Ryotaro Okiayu, Tetsuya Kakihara, Hiroshi Kamiya, Keiji Fujiwara, Hiroaki Hirata, Jin Urayama, Katsuyuki Konishi, Kisho Taniyama, M・A・O, Kazuhiro Yamaji, Hideyuki Tanaka, Masaki Terasoma, Naomi Shindo",Japan,2020-09-01 00:00:00,2017,TV-MA,2 Seasons,Anime Series,Anime Series
s2064,Bookmarks,Marley Dias,United States,2020-09-01 00:00:00,2020,TV-Y,1 Season,Kids' TV,Kids' TV
s2065,Borgen,"Sidse Babett Knudsen, Birgitte Hjort Sørensen, Pilou Asbæk, Emil Poulsen, Freja Riemann, Søren Malling, Thomas Levin, Benedikte Hansen, Mikael Birkkjær, Anders Juul, Lisbeth Wulff, Kasper Lange, Lars Knutzon, Søren Spanning, Christoph Bastrup, Morten Kirkskov, Bjarne Henriksen, Peter Mygind, Ole Thestrup, Iben Dorner, Dar Salim, Jens Albinus, Christian Tafdrup, Alastair Mackenzie, Julie Agnete Vang, Kristian Halken, Ricard Lawrence, Marie Askehave, Rikke Lylloff, Mille Dinesen, Anne Sofie Espersen",Denmark,2020-09-01 00:00:00,2012,TV-MA,3 Seasons,TV Dramas,TV Dramas
s2067,Erased,"Tao Tsuchiya, Shinnosuke Mitsushima, Aoi Yuki, Chinatsu Akasaki, Yo Taichi, Akari Kito, Ayaka Nanase, Yukitoshi Kikuchi, Takahiro Mizushima, Minami Takayama, Mitsuru Miyamoto",Japan,2020-09-01 00:00:00,2016,TV-14,1 Season,"Anime Series, TV Thrillers",Anime Series
s2069,Felipe Esparza: Bad Decisions,Felipe Esparza,United States,2020-09-01 00:00:00,2020,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows
s2070,H,"Jamel Debbouze, Éric Judor, Ramzy Bedia, Catherine Benguigui, Sophie Mounicot, Jean-Luc Bideau",France,2020-09-01 00:00:00,2002,TV-MA,4 Seasons,TV Comedies,TV Comedies
s2071,Heidi,"Monique Hore, Sophia Morrison, Peter McAllum, Nicole Shostak, Jamie Croft, Beth Armstrong, Kate Fitzpatrick, Penny Cook, Charlotte Hamlyn, Tess Meyer",France,2020-09-01 00:00:00,2020,TV-Y7,1 Season,Kids' TV,Kids' TV
s2074,"Sister, Sister","Tia Mowry-Hardrict, Jackée Harry, Tamera Mowry-Housley, Tim Reid, Marques Houston, RonReaco Lee, Deon Richmond",United States,2020-09-01 00:00:00,1998,TV-PG,6 Seasons,"TV Comedies, Teen TV Shows",TV Comedies
s2079,The Promised Neverland,"Sumire Morohoshi, Maaya Uchida, Mariya Ise, Yuhko Kaida, Nao Fujita, Shinei Ueki, Lynn, Hiyori Kono, Shizuka Ishigami, Ai Kayano, Mari Hino, Yuko Mori, Ari Ozawa",Japan,2020-09-01 00:00:00,2019,TV-14,1 Season,"Anime Series, TV Thrillers",Anime Series
s2081,Thomas and Friends,"Michael Angelis, Ben Small, Keith Wickham, Kerry Shale",United Kingdom,2020-09-01 00:00:00,2020,TV-Y,2 Seasons,"British TV Shows, Classic & Cult TV, Kids' TV",British TV Shows
s2086,I AM A KILLER: RELEASED,Unknown,United Kingdom,2020-08-28 00:00:00,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows
s2087,Masaba Masaba,"Masaba Gupta, Neena Gupta, Neil Bhoopalam, Rytasha Rathore, Smaran Sahu, Nayan Shukla, Pooja Bedi, Satyadeep Misra",India,2020-08-28 00:00:00,2020,TV-MA,1 Season,"TV Comedies, TV Dramas",TV Comedies
s2090,Aggretsuko,"Kaolip, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Shingo Kato, Yuki Takahashi",Japan,2020-08-27 00:00:00,2020,TV-14,3 Seasons,Anime Series,Anime Series
s2094,Her Mother's Killer,"Carolina Gómez, Marlon Moreno, George Slebi, Geraldine Zivic, Andrea Gómez, María Cecilia Botero, Juliana Galvis, Edwin Maya, Alejandro Gutiérrez, Viviana Santos, Michelle Manterola, Juan Alfonso Baptista, Carolina Cuervo, Santiago Felipe Gomez, Matias Maldonado, Kristina Lilley, Mauricio Figueroa, Ana Wills, Juan Manuel Diaz, Ricardo Mejia, Orlando Valenzuela, Ana-María Sánchez, Julieta Villar",Colombia,2020-08-26 00:00:00,2020,TV-MA,1 Season,"Spanish-Language TV Shows, TV Dramas",Spanish-Language TV Shows
s2097,Million Dollar Beach House,Unknown,United States,2020-08-26 00:00:00,2020,TV-MA,1 Season,Reality TV,Reality TV
s2099,Emily's Wonder Lab,"Emily Callandrelli, Sky Alexis, Kennedi Butler, Arya Darbahani, Christopher Farrar, Alex Jayne Go, Jayden Langarcia, Makenzie Lee-Foster, Tenz McCall, Zaela Rae, Mason Wells",United States,2020-08-25 00:00:00,2020,TV-Y,1 Season,Kids' TV,Kids' TV
s2100,Trinkets,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler, Odiseas Georgiadis, Henry Zaga, Larry Sullivan, Larisa Oleynik",United States,2020-08-25 00:00:00,2020,TV-MA,2 Seasons,"TV Dramas, Teen TV Shows",TV Dramas
s2102,Baewatch: Parental Guidance,Unknown,Unknown,2020-08-22 00:00:00,2019,TV-MA,1 Season,"British TV Shows, Reality TV, Romantic TV Shows",British TV Shows
s2103,Ojos in d' House,"'Najite Dede, Jude Chukwuka, Taiwo Arimoro, Odenike Odetola, Funmi Eko, Keppy Ekpenyong",Nigeria,2020-08-22 00:00:00,2013,TV-G,1 Season,TV Comedies,TV Comedies
s2106,Hoops,"Jake Johnson, Ron Funches, Cleo King, Natasha Leggero, A.D. Miles, Rob Riggle, Steve Berg, Eric Edelstein, Ben Hoffman, Mary Holland, Gil Ozeri, Sam Richardson, Nick Swardson",United States,2020-08-21 00:00:00,2020,TV-MA,1 Season,TV Comedies,TV Comedies
s2107,Rust Valley Restorers,"Mike Hall, Michael Daingerfield",Canada,2020-08-21 00:00:00,2020,TV-14,3 Seasons,Reality TV,Reality TV
s2109,Goedam,"SEOLA, Lee Hyun-joo, Song Chae-yun, Han Ga-rim, Shim So-young",South Korea,2020-08-20 00:00:00,2020,TV-MA,1 Season,"TV Horror, TV Mysteries",TV Horror
s2113,DeMarcus Family Rules,Unknown,United States,2020-08-19 00:00:00,2020,TV-14,1 Season,Reality TV,Reality TV
s2114,High Score,Unknown,United States,2020-08-19 00:00:00,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",Docuseries
s2119,Glitch Techs,"Ricardo Hurtado, Monica Ray, Luke Youngblood, Scott  Kreamer, Dan Milano, Gunnar Sizemore, Zehra Fazal, Sandeep Parikh",United States,2020-08-17 00:00:00,2020,TV-Y7,2 Seasons,Kids' TV,Kids' TV
s2123,Stranger,"Seung-woo Cho, Doona Bae, Joon-hyuk Lee, Kyeong-yeong Lee, Jae-myung Yoo, Hye-sun Shin",South Korea,2020-08-16 00:00:00,2020,TV-MA,2 Seasons,"Crime TV Shows, Korean TV Shows",Crime TV Shows
s2124,Dérè: An African Tale,"Weruche Opia, Gbenro Ajibade, Ireti Doyle, Keppy Ekpenyong, Carol King, Shaffy Bello, Tosan Edremoda Ugbeye, Nina Iphechukwude Anyianuka, Pearl Nkiru Waturuocha, Emmanuel Ikubese, Omowunmi Dada, Paul Adams, Charles Ukpong, Monica Friday, Kevin Ushi",Unknown,2020-08-15 00:00:00,2016,TV-PG,1 Season,"Romantic TV Shows, TV Dramas",Romantic TV Shows
s2125,Rita,"Mille Dinesen, Carsten Bjørnlund, Lise Baastrup, Nikolaj Groth, Ellen Hillingsø, Morten Vang Simonsen, Lykke Sand Michelsen, Carsten Norgaard, Sara Hjort Ditlevsen, Alexandre Willaume",Denmark,2020-08-15 00:00:00,2020,TV-MA,5 Seasons,"TV Comedies, TV Dramas",TV Comedies
s2126,Takki,"Moayed Althagafi, Khairiah Abulaban, Ali Alsharif, Adel Redwan, Redwan Alremey, Hind Alsaigh, Reem Alhabib, Khaled Bamashmoos, Fahad Ghazoli, Dareen Albayedh, Naif Althufairi, Mohammad Balkhi",Saudi Arabia,2020-08-15 00:00:00,2014,TV-14,2 Seasons,TV Dramas,TV Dramas
s2128,3%,"João Miguel, Bianca Comparato, Michel Gomes, Rodolfo Valente, Vaneza Oliveira, Rafael Lozano, Viviane Porto, Mel Fronckowiak, Sergio Mamberti, Zezé Motta, Celso Frateschi",Brazil,2020-08-14 00:00:00,2020,TV-MA,4 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",TV Dramas
s2134,Teenage Bounty Hunters,"Anjelica Bette Fellini, Maddie Phillips, Kadeem Hardison, Virginia Williams, Mackenzie Astin, Shirley Rumierk, Myles Evans, Devon Hales, Spencer House, Eric Graise, Charity Cervantes, Wynn Everett, Method Man",United States,2020-08-14 00:00:00,2020,TV-MA,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Crime TV Shows
s2135,The Great Heist,"Andrés Parra, Christian Tappan, Marcela Benjumea, Juan Sebastián Calero, Waldo Urrego, Rodrigo Jerez, Katherine Vélez, Paula Castaño, Pedro Suárez, Édgar Vittorino, Ramsés Ramos, Juan Pablo Barragán",Colombia,2020-08-14 00:00:00,2020,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows",Crime TV Shows
s2136,The Legend of Korra,"Janet Varney, David Faustino, P.J. Byrne, J.K. Simmons, Dee Bradley Baker, Seychelle Gabriel, Logan Wells, Jeff Bennett, Kiernan Shipka",United States,2020-08-14 00:00:00,2014,TV-Y7,4 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Kids' TV
s2137,Zoids Wild,"Kensho Ono, Takahiro Sakurai, Mikako Komatsu, Etsuko Kozakura, Subaru Kimura, Kaito Ishikawa, Ami Koshimizu, Yoji Ikuta, Hayato Kimura, Kotaro Nishiyama, Takuya Kirimoto, Tomokazu Seki, Suzuko Mimori",Japan,2020-08-14 00:00:00,2018,TV-Y7,1 Season,"Anime Series, Kids' TV",Anime Series
s2141,(Un)Well,Unknown,United States,2020-08-12 00:00:00,2020,TV-MA,1 Season,Reality TV,Reality TV
s2145,GAME ON: A Comedy Crossover Event,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Paul Wight, Allison Munn, Gabriel Iglesias, Sherri Shepherd, Paulina Chávez, Jencarlos Canela",United States,2020-08-10 00:00:00,2020,TV-G,1 Season,"Kids' TV, TV Comedies",Kids' TV
s2146,Terrace House: Tokyo 2019-2020,"You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama",Japan,2020-08-10 00:00:00,2019,TV-MA,2 Seasons,Reality TV,Reality TV
s2149,The Governor,"Caroline Chikezie, Bimbo Manuel, Lord Frank, Edmond Enaibe, Taiwo Obileye, Jude Chukwuka, Kunle Coker, Paul Christian Chukwudi, Samuel Abiola Robinson, Simi Adejumo, Ani Iyoho",Nigeria,2020-08-08 00:00:00,2016,TV-14,1 Season,TV Dramas,TV Dramas
s2152,High Seas,"Ivana Baquero, Jon Kortajarena, Alejandra Onieva, Eloy Azorín, Chiqui Fernández, Tamar Novas, Daniel Lundh, Manuela Vellés, Natalia Rodríguez, Laura Prats, Ignacio Montes, Begoña Vargas, Luis Bermejo, Pepe Ocio, Ben Temple, Félix Gómez, Antonio Durán 'Morris', Eduardo Blanco, José Sacristán",Spain,2020-08-07 00:00:00,2020,TV-MA,3 Seasons,"Crime TV Shows, Spanish-Language TV Shows",Crime TV Shows
s2153,Selling Sunset,Unknown,Unknown,2020-08-07 00:00:00,2020,TV-MA,3 Seasons,Reality TV,Reality TV
s2154,Sing On! Germany,Palina Rojinski,Germany,2020-08-07 00:00:00,2020,TV-PG,1 Season,Reality TV,Reality TV
s2157,Tiny Creatures,Mike Colter,United States,2020-08-07 00:00:00,2020,TV-PG,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure",Docuseries
s2158,Wizards: Tales of Arcadia,"Colin O'Donoghue, David Bradley, Lena Headey, Emile Hirsch, Lexi Medrano, Steven Yeun, Alfred Molina, James Faulkner, Stephanie Beatriz, John Rhys-Davies",United States,2020-08-07 00:00:00,2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Kids' TV
s2159,Word Party Songs,Unknown,United States,2020-08-07 00:00:00,2020,TV-Y,1 Season,Kids' TV,Kids' TV
s2161,Ever After High,"Jonquil Goode, Karen Strassman, Audu Paden, Julie Maddalena, Marieve Herington, Rena Strober, Evan Smith, Wendee Lee, Haviland Stillwell, Valerie Arem, Cam Clarke, Colleen Foy, Cindy Robinson, Joe Sanfelippo, Jamieson Price, Debi Derryberry, Lindsey Ames, Rajo Zakic, Erin Fitzgerald, Malcolm Danare",Canada,2020-08-06 00:00:00,2016,TV-Y7,5 Seasons,Kids' TV,Kids' TV
s2163,The Rain,"Alba August, Lucas Lynggaard Tønnesen, Mikkel Boe Følsgaard, Lukas Løkken, Jessica Dinnage, Sonny Lindberg, Angela Bundalovic, Lars Simonsen",Denmark,2020-08-06 00:00:00,2020,TV-MA,3 Seasons,"TV Dramas, TV Mysteries",TV Dramas
s2166,World's Most Wanted,Unknown,United States,2020-08-05 00:00:00,2020,TV-14,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows
s2169,Mystery Lab,"Felipe Castanhari, Lilian Regina, Bruno Miranda, Guilherme Briggs",Brazil,2020-08-04 00:00:00,2020,TV-PG,1 Season,"Docuseries, Science & Nature TV",Docuseries
s2171,Immigration Nation,Unknown,United States,2020-08-03 00:00:00,2020,TV-MA,1 Season,Docuseries,Docuseries
s2174,Moesha,"Brandy Norwood, William Allen Young, Sheryl Lee Ralph, Countess Vaughn, Lamont Bentley, Shar Jackson, Marcus T. Paulk, Yvette Wilson",United States,2020-08-01 00:00:00,2000,TV-PG,6 Seasons,"TV Comedies, Teen TV Shows",TV Comedies
s2175,My Perfect Landing,"Morgan Wigle, Tom Hulshof, Helena Marie, Shawn Thompson, Natasha Zaborski, Ajanae Stephenson, Francesca Van Keekan, Jordan Clark",Canada,2020-08-01 00:00:00,2020,TV-G,1 Season,Kids' TV,Kids' TV
s2176,Nagi-Asu: A Lull in the Sea,"Natsuki Hanae, Kana Hanazawa, Ai Kayano, Ryota Osaka, Kaito Ishikawa, Mikako Komatsu, Kaori Ishihara, Kaori Nazuka, Masuo Amada, Junji Majima, Motomu Kiyokawa, Kohsuke Toriumi",Japan,2020-08-01 00:00:00,2014,TV-14,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows",Anime Series
s2179,The Next Step,"Shamier Anderson, Victoria Baldesarra, Alexandra Beaton, Jordan Clark, Brennan Clost, Samantha Grecchi, Lamar Johnson, Isaac Lupien, Trevor Tordjman, Brittany Raymond, Bree Wasylenko, Jennifer Pappas, Tamina Pollack-Paris, Logan Fabbro, Megan Mackenzie, Alex Beaton, Natalie Krill",Canada,2020-08-01 00:00:00,2018,TV-G,1 Season,"Kids' TV, Reality TV, TV Dramas",Kids' TV
s2181,Toradora!,"Rie Kugimiya, Junji Majima, Yui Horie, Hirofumi Nojima, Eri Kitamura, Sayaka Ohara, Ai Nonaka, Momoko Ishikawa, Hiroyuki Yoshino, Kazuyuki Okitsu, Rie Tanaka, Yuhko Kaida, Saori Goto",Japan,2020-08-01 00:00:00,2008,TV-14,1 Season,"Anime Series, Romantic TV Shows",Anime Series
s2182,Transformers Rescue Bots Academy,"Adam Andrianopolous, Pierce Cravens, Xander Crowell, Paul Guyet, Michael Hansen, Mason Hensley, Courtney Shaw, Alan Trinca, Keyon Williams, Andy Zou",United States,2020-08-01 00:00:00,2020,TV-Y,2 Seasons,Kids' TV,Kids' TV
s2185,Get Even,"Kim Adis, Mia McKenna-Bruce, Bethany Antonia, Jessica Alexander",United Kingdom,2020-07-31 00:00:00,2020,TV-PG,1 Season,"British TV Shows, Crime TV Shows",British TV Shows
s2190,Sugar Rush,"Candace Nelson, Adriano Zumbo, Hunter March",United States,2020-07-31 00:00:00,2020,TV-PG,3 Seasons,Reality TV,Reality TV
s2191,The Umbrella Academy,Unknown,United States,2020-07-31 00:00:00,2020,TV-14,2 Seasons,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",TV Action & Adventure
s2193,Transformers: War For Cybertron Trilogy,"Jake Foushee, Jason Marnocha, Linsay Rousseau, Joe Zieja, Frank Todaro, Bill Rogers, Keith Silverstein, Edward Bosco",United States,2020-07-30 00:00:00,2020,TV-Y7,1 Season,Anime Series,Anime Series
s2195,Unlucky Ploy,"Anusorn Maneethet, Atsadaporn Siriwattanakul, Waratthaya Wongchayaporn, Thanawetch Siriwattanakul, Pokchat Thiamchai, Phichikorn Ployphimana, Supachai Suwanon, Daraneenuch Pasutanavin, Kittiphong Dumavibhat, Aphiradi Phawaphutanon, Attharut Krongrasri, Ronnawee Sereerat, Lita Janvarapa, Sitang Punnapob, Yani Tramod",Unknown,2020-07-30 00:00:00,2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies",Romantic TV Shows
s2202,Last Chance U,"John Franklin III, DJ Law, Buddy Stephens, Brittany Wagner, Ronald Ollie",United States,2020-07-28 00:00:00,2020,TV-MA,5 Seasons,Docuseries,Docuseries
s2204,Shameless (U.S.),"William H. Macy, Emmy Rossum, Justin Chatwin, Cameron Monaghan, Jeremy Allen White, Shanola Hampton, Steve Howey, Ethan Cutkosky, Emma Kenney, Laura Wiggins, Joan Cusack",United States,2020-07-26 00:00:00,2019,TV-MA,10 Seasons,"TV Comedies, TV Dramas",TV Comedies
s2213,Sing On! Spain,Ricky Merino,Spain,2020-07-24 00:00:00,2020,TV-G,1 Season,"Reality TV, Spanish-Language TV Shows",Reality TV
s2215,Sinatra: All or Nothing at All,Unknown,United States,2020-07-23 00:00:00,2015,TV-14,1 Season,Docuseries,Docuseries
s2218,Fear City: New York vs The Mafia,Unknown,United States,2020-07-22 00:00:00,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows
s2219,Norsemen,"Kåre Conradi, Silje Torp, Nils Jørgen Kaalstad, Marian Saastad Ottesen, Trond Fausa, Kristine Riis, Jon Øigarden, Henrik Mestad, Øystein Martinsen, Mikkel Bratt Silset, Mads Jørgensen, Nikis Theophilakis",Norway,2020-07-22 00:00:00,2020,TV-MA,3 Seasons,TV Comedies,TV Comedies
s2223,Street Food: Latin America,Unknown,Unknown,2020-07-21 00:00:00,2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",Docuseries
s2224,Killer Women with Piers Morgan,Piers Morgan,United Kingdom,2020-07-19 00:00:00,2017,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows
s2226,Gigantosaurus,Unknown,France,2020-07-18 00:00:00,2019,TV-Y,1 Season,Kids' TV,Kids' TV
s2227,Single Wives,"Fifi Box, Matthew Hussey",Australia,2020-07-18 00:00:00,2018,TV-MA,1 Season,"Reality TV, Romantic TV Shows",Reality TV
s2228,Cursed,"Katherine Langford, Devon Terrell, Gustaf Skarsgård, Daniel Sharman, Sebastian Armesto, Lily Newmark, Shalom Brune-Franklin, Matt Stokoe, Bella Dayne, Peter Mullan, Emily Coates",United Kingdom,2020-07-17 00:00:00,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV Action & Adventure
s2230,In The Dark,"Perry Mattfeld, Brooke Markham, Casey Deidrick, Keston John, Morgan Krantz, Rich Sommer, Thamela Mpumlwana, Saycon Sengbloh, Kathleen York, Derek Webster",United States,2020-07-17 00:00:00,2020,TV-14,2 Seasons,"Crime TV Shows, TV Dramas",Crime TV Shows
s2231,Kissing Game,"Caio Horowicz, Iza Moreira, Michel Joelsas, Denise Fraga, Thomás Aquino, Luana Nastas, Esther Tinman, Kevin Vechiatto, Grace Passô, Bianca Byington, Bruno Garcia, Flávio Tolezani, Carolina del Carmen Peleritti",Brazil,2020-07-17 00:00:00,2020,TV-MA,1 Season,"TV Dramas, TV Mysteries",TV Dramas
s2236,Dark Desire,"Maite Perroni, Erik Hayser, Alejandro Speitzer, María Fernanda Yepes, Jorge Poza, Regina Pavón, Paulina Matos, Leticia Huijara, Claudia Pineda, Esteban Soberanes, Claudia Ríos, Samantha Orozco, Fabián Merlo, Eligio Meléndez, Carmen Beato, Carlos Torres, Toño Valdés",Mexico,2020-07-15 00:00:00,2020,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows",Crime TV Shows
s2238,Skin Decision: Before and After,Unknown,United States,2020-07-15 00:00:00,2020,TV-MA,1 Season,"Reality TV, Science & Nature TV",Reality TV
s2239,Sunny Bunnies,"Svetlana Tsimokhina, Dmitri Davidovich",Belarus,2020-07-15 00:00:00,2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",British TV Shows
s2242,The Business of Drugs,Amaryllis Fox,United States,2020-07-14 00:00:00,2020,TV-MA,1 Season,Docuseries,Docuseries
s2246,Dating Around: Brazil,Unknown,Brazil,2020-07-10 00:00:00,2020,TV-14,1 Season,"Reality TV, Romantic TV Shows",Reality TV
s2247,Down to Earth with Zac Efron,"Zac Efron, Darin Olien",United States,2020-07-10 00:00:00,2020,TV-PG,1 Season,"Docuseries, Reality TV, Science & Nature TV",Docuseries
s2250,The Epic Tales of Captain Underpants in Space,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Brennan Murray, Nolan North, Gary Anthony Williams, Secunda Wood",United States,2020-07-10 00:00:00,2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",Kids' TV
s2252,The Twelve,"Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen",Belgium,2020-07-10 00:00:00,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows
s2254,Japan Sinks: 2020,"Reina Ueda, Tomo Muranaka, Yuko Sasaki, Masaki Terasoma, Hiroyuki Yoshino, Kensho Ono",Japan,2020-07-09 00:00:00,2020,TV-MA,1 Season,Anime Series,Anime Series
s2255,The Protector,"Çağatay Ulusoy, Ayça Ayşin Turan, Hazar Ergüçlü, Okan Yalabık, Mehmet Kurtuluş, Yurdaer Okur",Turkey,2020-07-09 00:00:00,2020,TV-MA,4 Seasons,"Romantic TV Shows, TV Action & Adventure",Romantic TV Shows
s2256,Was It Love?,"Song Ji-hyo, Son Ho-jun, Song Jong-ho, Koo Ja-sung, Kim Min-jun, Kim Da-som, Kim Mee-kyung, Um Chae-young, Kim Young-ah, Kim Byung-choon",South Korea,2020-07-09 00:00:00,2020,TV-14,1 Season,"Korean TV Shows, Romantic TV Shows",Korean TV Shows
s2259,Stateless,"Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West",Australia,2020-07-08 00:00:00,2020,TV-MA,1 Season,TV Dramas,TV Dramas
s2276,Hook,"Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",Thailand,2020-07-05 00:00:00,2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies",Romantic TV Shows
s2293,Little Singham,"Swapnil Kumari, Jigna Bhardwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Shaily Dube, Saumya Daan, Anamaya Verma, Parminder Ghumman, Pawan Kalra",India,2020-07-04 00:00:00,2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",Kids' TV
